BOOK_NAME,BOOK_COMPANY,BOOK_INTRO,BOOK_RENT,BOOK_AUTHOR,BOOK_RELEASE,BOOK_IMAGE
"안녕하세요, 시간입니다",뜨인돌,"누구나 한번쯤 즐거운 시간은 쏜살같이 지나가는 반면, 힘들고 불편한 시간은 더디게 간다고 생각한 경험이 있을 것이다. 아인슈타인 이후 이제는 많은 사람들이 시간은 상대적이라는 사실을 안다. 저자는 이것이 시계와 달력이 가리키는 외부 시간과는 별개로, 우리의 신체와 두뇌가 느끼는 내부 시간이 존재하기 때문이라고 설명한다. 우리는 시간의 흐름을 너무도 자연스러운 것이라고 생각하지만 실상은 그렇지 않다. 정상적인 시간감각을 갖기 위해 뇌는 각 구역의 여러 부분과 섬세한 협연을 이룬다. 이 책을 따라 그저 시계에 맞춰 흘러간다고만 생각했던 시간을 새로운 관점에서 바라보고, 자신만의 시간감각에 집중해 보는 것은 어떨까?



§ 181.27-클292아유

 ",n,슈테판 클라인,201712,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201712070833466660.jpg
하루 벌어 살아도 괜찮아,더난,"생존 경쟁이 치열한 자본주의 사회에서 패배와 낙오의 상징인 하루 벌어 사는 사람들과 그들이 존재하는 사회 구조를 살펴봄으로써, 우리가 사는 방식과 사회 구조를 되묻는 인류학 보고서다. 그때그때 상황에 따라 탄력적으로 직업을 바꾸고, 실패하더라도 다른 사람의 벌이로 먹고살며, 최소한의 노력으로 생계를 꾸려가는 사람들. 탄자니아 도시민의 유연하고 역동적인 삶의 방식을 소개하며 근면한 노동과 성과주의를 상찬해온 근대 이후 노동관과 자본주의적 가치관에서 일탈한 하루 벌어 사는 인간상을 부각시킨다. 늘 새로운 가능성을 열어두고 그날그날을 살아가는 탄자니아 도시민의 모습은 성과주의 사회를 살아가는 많은 이들에게 각박한 시대 속에서 잊고 지냈던 진정한 삶의 여유와 가치를 되새겨볼 기회가 될 것이다.

§ 322.01-오12하이

 ",n,오가와 사야카,201712,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201712070830581650.jpg
문어의 영혼,글항아리,"저자는 뉴잉글랜드 아쿠아리움에서, 2년여의 시간 동안 바다와 수족관을 드나들며 문어인 아테네, 옥타비아, 칼리, 카르마를 만난다. 문어는 주로 촉각과 미각으로 세상을 파악하는데, 사람과 교감을 할 줄도 알며, 낯선 사람을 경계하고 친숙한 사람을 환영하기도 한다. 몽고메리가 함께한 문어들의 삶, 고통, 사랑, 죽음이 고스란히 녹아 있는 이 책을 통해서 외계생물처럼 생긴 문어가 각각의 ‘의식’를 지닌 놀랍고 영리한 영혼이라는 것을 알 수 있다. 문어와의 간접적인 교감을 갖게끔 하는 영리한 문어의 세계로 초대한다.

§ 494.76-몽15무최

 ",n,사이 몽고메리,201712,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201712070829527520.jpg
살아 있는 자를 수선하기,열린책들,"이 책은 어느 날 급작스러운 사고를 당하여 뇌사 판정을 받게 된 열아홉 살 청년 시몽 랭브르의 <심장 이식> 과정을 둘러싸고 전개되는 24시간의 이야기를 다룬 작품이다. 단 하루 동안의 짧은 시간 안에 펼쳐지는 긴박한 사건들을 다루면서도, 그 과정에서 마주하는 극한의 상황들이 불러오는 질문들, 시몽의 죽음을 둘러싼 다양한 주변 인물들의 미묘한 심리가 작가 특유의 시적이고 정교한 문체로 생생하게 묘사된다. '장기 기증'이라는 강렬하고도 복잡 미묘한 소재를 통하여, 삶과 죽음의 경계, 죽음에 대한 윤리와 애도, 생명의 의미 등 접근하기 어려운 진지한 주제들을 성공적으로 다루며 성찰해 내고 있다.

§ 863-케292사정

 ",n,마일리스 드케랑갈,201712,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201712070828578030.jpg
날씨가 만든 그날의 세계사,제3의공간,"기원전 200년 전 로마 시대부터 2015년 여름 미국까지 기상이변 또는 날씨의 큰 영향을 받은 세계사를 집중적으로 다룬 책이다. 만약 워털루 전투에서 이례적인 장대비가 내리지 않았다면? 유라시아 대평원을 지배했던 몽골제국의 쿠빌라이 칸이 거대한 태풍을 만나지 않고 일본원정을 했더라면? 이 책은 기상악화가 몰고 온 상황 및 기상으로 인해 전성기를 구가했던 세계사적 순간들을 흥미롭게 다루고 있다. 말 그대로 날씨가 만든 세계사다. 과거에 기후가 세계사적으로 어떤 영향을 미쳤는지를 읽으면서, 앞으로의 우리의 미래를 상상해보는 것은 어떨까?

§ 909-게297나강

 ",n,로날트 D. 게르슈테,201712,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201712070827494050.jpg
일인분 인문학,웨일북,"혼자의 시간을 통해 스스로를 돌아보는 사람들. 그들은 자기 내부에 견고한 공간을 만들어 깊게 사유하고, 스스로를 생각하는 만큼 타인의 경계선을 침범하지 않는다. 저자는 이처럼 내가 정한 속도로, 내가 정한 단위로, 내가 원하는 방식으로 시간을 보내며 나를 돌아보는 ‘혼자’야 말로 가장 괜찮은 삶의 단위라고 제안하면서 혼자를 택한 사람들에 대한 편견을 넘어, 그들의 능동적 의미를 발견하는 계기가 되기를 바라며 고독의 인문학적 기원을 이야기한다. 혼자가 어려운 이들을 위해 인문학 한 그릇을 건네며, 건강한 나로 살아가기 위한 적절한 삶의 단위를 찾을 수 있도록 이끈다.



§ 001.3-박74이

 ",n,박홍순,201711,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201712070801487720.jpg
감정적으로 받아들이지 않는 연습,위즈덤 하우스,"부정적인 감정은 나를 해치는 칼과 같다. 안으로는 부정성이 자라는 자양분이 되고, 밖으로는 관계를 망가뜨린다. 이 사실을 잘 알면서도 우리는 툭하면 사소한 일에 욱하고 감정적이 되고 만다. 어떻게 하면 상황을 감정적으로 받아들이지 않고 내 감정을 이성적이고 유연하게 표현할 수 있을까? 정신과전문의로 비즈니스 심리 분야의 일본 최고 권위자인 저자는 내 안에서 생겨나는 불쾌한 감정을 어떻게 밝게 바꿀 수 있는지, 불쾌한 감정을 드러내서 관계를 해치지 않으려면 어떻게 대처해야 하는지에 대해서 누구나 겪을 수 있는 일상의 사례를 들어 쉽게 설명해준다.



§ 189-와22가전

 ",n,와다 히데키,201711,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201712070753573260.jpg
말의 격,아템포,"이 책은 33년간 국제 사회에서 ‘프로 화술’의 세계를 지켜봐온 저자가 글로벌 톱 리더들이 어떻게 대화를 나누고 연설을 하는지, 다보스포럼에 모인 세계 최정상 인사들이 구사하는 대화술을 인물별로 현장감 있게 정리한 책이다. 세계 최고의 무대에 선 프로들의 말하기 노하우를 통해 사회생활에서 당장 활용할 수 있는 대화의 비법들을 흥미롭게 전한다. 화술을 연마한다는 것은 궁극적으로 인간을 연마한다는 것. 이 책은 언어를 통한 메시지 전달 이상으로 언어를 초월한 메시지를 전달하는 것이 대화술의 요체임을 강조한다.



§ 325.26-다52마신

 ",n,다사카 히로시,201711,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201712070749174510.jpg
동물의 생각에 관한 생각,세종서적,"‘우리는 동물이 얼마나 똑똑한지 알만큼 충분히 똑똑한가?’ 동물을 이해하는 데 가장 큰 걸림돌이 되는 것 중 하나가 인간 중심주의적인 사고라고 생각한 저자는 이 책의 핵심 질문을 통해 동물에게 능력이 없는 것이 아니라 우리가 동물을 제대로 파악하지 못하고 있음을 꼬집는다. 저자는 영장류뿐만 아니라 문어, 말벌, 돌고래, 까마귀, 돌고래 등 광범위한 종을 다루면서 동물들이 일상적으로 지능을 사용하는 이야기를 흥미진진하고 재기 넘치는 필치로 그려낸다. 이 책을 읽고 나면 동물이 다르게 보일 뿐만 아니라 인간의 오만과 겸손에 대해 많은 것을 생각하게 될 것이다.



§ 491.51-발,897도이

 ",n,프란스 드 발,201711,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201712070747192860.jpg
힘 빼기의 기술,시공사,"소박한 뜻을 담아 써 언제 봐도 기분 좋은 이야기가 담겨 있다. ‘바쁘고 치열하게 살지 않을 수 있다면 웬만하면 그랬으면 좋겠다’라는 저자의 삶의 방식이 글에 고스란히 녹아 있기에 읽다 보면 힘을 빼고 물 위에 둥둥 떠 천천히 움직이는 구름을 보고 있는 느낌이 드는 기분 좋은 이야기들을 만나볼 수 있다. 저자는 우리를 감싸고 있는 속도감이나 허세, 걱정, 치열함에서 벗어나 힘을 쭉 빼고 삶을 더 경쾌하고 유연하게 살아갈 수 있도록 응원의 메시지를 전한다.



§ 814.7-김92히

 ",n,김하나,201711,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201712070741476630.jpg
비밀의 도서관,생각정거장,"‘대한민국 월평균 서적구입비 1만 5,335원, 하루 평균 독서 시간 6분(2016년 통계).’

삶이 문학과는 너무나 멀리 떨어져 있다고 생각하기 쉬운 시대지만, 놀랍게도 삶은 문학과 여전히, 그리고 끈끈하게 연결되어 있다. 이 책은 문학 작품은 물론 여행서, 과학서, 요리책까지 다양한 분야의 책이 세상을 어떻게 바꾸어왔는지, 또 개인의 삶과 어떤 관계가 있는지 살펴본다. 당시에는 베스트셀러였으나 현재는 완전히 잊힌 책들, 반대로 당시에는 혹평을 받았으나 현재는 '위대한 고전'으로 불리는 책들이 등장한다. 과연 오래도록 기억되는 소설과 그렇지 못한 소설의 차이는 무엇일까? 반대로 오래 기억되지 않는다면 가치가 없는 책일까? <비밀의 도서관>을 통해 기록과 기억의 상관관계를 알아볼 수 있다.

§ 029-티64비정

 ",n,올리버 티얼,201710,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201711080702261650.jpg
완벽의 배신,와이즈베리,"강박적 완벽주의는 우리 시대의 유행병이다. 저자는 ‘완벽에의 갈망’이 만연된 현대 사회를 정밀 진단하면서 완벽주의의 덫에서 벗어나 자유롭게 인생을 살아가는 방법을 제시한다. 자신의 불완전함을 인정하고 자기 자신을 받아들이는 것이 바로 완벽주의를 치료하는 방법이라고 말한다. 완벽주의라는 이상과 현실 사이에서 고민하는 77명의 환자들과의 실제 상담사례를 통해 완벽주의자들이 어떤 행동 양상을 보이며, 무엇 때문에 고통스러워하는지 설명하는 이 책은 우리의 시대정신을 날카롭게 분석하고 인간의 불완전성에 대해 유머러스하게 설명하고 있다.

§ 182.1-보194와남

 ",n,라파엘 M. 보넬리,201710,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201711080701120850.jpg
"제4시대, 열정역",젤리판다,"제4차 산업혁명의 소용돌이에서 어떻게 살아남아야 하는지에 대한 미래 대응 전략으로 새로운 ‘열정’의 탄생을 제안한다. 제4시대를 사는 우리에게는 열정이 꼭 필요한 자질임을 명시하면서 ‘열정역’이라는 새로운 개념을 내세운다. 열정역은 개인이 가진 열정의 플랫폼을 의미하는 단어로, 읽는 사람마다 그 해석은 달라진다. 무엇에 포커스를 두느냐에 따라 열정역은 열정 그 자체가 될 수도 있으며, 지식, 기술, 습관, 능력, 열망, 꿈 등 다양한 미래 대응 전략을 의미할 수도 있다. 저자는 독자들에게 고정된 개념을 일방적으로 제시하지 않고, 열린 해석이 가능하도록 배려하여 제4시대를 살아가는 자신만의 대응책을 스스로 세울 수 있도록 돕는다.

§ 325.211-홍57제

 ",n,홍승훈,201710,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201711080700040740.jpg
"우주, 시간, 그 너머",알에이치코리아(RHK),"스티븐 호킹 박사의 직속 제자이자 학계가 주목하는 차세대 천체물리학자 크리스토프 갈파르. 그의 인생 목표에 따라 ‘모든 독자가 한 명도 뒤처지지 않고 따라올 수 있는 책’을 출간했다. 일반적인 과학서와는 다르게 소설의 형식을 취하여, 어느 여름밤 갑자기 떠난 우주 여행으로 이야기를 시작한다. 우주의 시작과 멸망, 공간의 끝을 1인칭 시점에서 여행기 형식으로 풀어쓴 이 책을 읽다보면 빅뱅이론, 평행우주이론 등 우주과 관련한 대표적인 지식들을 자연스럽게 습득할 수 있다.

§ 443.1-갈892우김

 ",n,크리스토프 갈파르,201710,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201711080659042650.jpg
관찰과 위트,맥스미디어,"마크 트웨인은 미국인이 대단히 사랑하는 작가 중 한 사람으로 미국 현대 문학의 초석을 놓은 인물이다. 그의 날카로운 위트와 풍자는 시대를 초월해 우리의 가슴을 찌르고 맹목과 어리석음을 깨우치게 한다. 마크 트웨인의 글 속에는 자신만의 독특한 관찰법과 사유 방법이 녹아 있다. 이 책은 마크 트웨인만의 특별한 관찰에 초점을 맞추고 있다. 그가 남긴 40여 권의 노트북과 저널, 편지, 메모 등 평생의 기록들을 다 담아내며 마크 트웨인의 관찰을 들여다본다.

§ 848-드48과홍

 ",n,카를로 드비토,201710,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201711080656562550.jpg
동화 넘어 인문학,을유문화사,"어릴 적 읽었던 동화를 어른이 되어 읽으면 이전과는 다른 매력을 느끼게 된다. 어른의 경험을 통해 어릴 적에 미처 발견하지 못했던 것들이 새롭게 보이기 때문이다. 저자는 동화를 통해 그동안 어렵다고 멀리한 인문학 책을 보다 쉽고 재미있게 풀어낸다. “인문학에서 말하는 얘기들이 이미 어릴 적 읽었던 동화에 다 들어 있기 때문”이며, “동화를 아는 사람이라면 이미 인문학적 소양이 있는 것”으로 저자는 보기 때문이다. 17편의 동화를 통해 차가운 세상에서 이리저리 치이는 어른들의 마음을 단단히 조여 주고, 살아갈 힘을 불끈 쥐어 주는 단단한 무기를 인문학 책과 함께 말한다.



 
§ 001.3-조74도",n,조정현,201709,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201709070259459200.jpg
취향의 탄생,토네이도,"누구나 다른 것보다 더 좋아하는 것, 싫어하는 것, 관심 없는 분야가 있으며 이는 그 사람을 설명해주는 중요한 지표들이지만, 이들이 반드시 일관적이거나 합리적인 것은 아니다. 사람의 취향은 어디에서 비롯되는 걸까? 이 책은 음식, 음악, 예술을 대하는 다양한 선호 기준과, 취향의 형성 과정에서의 수많은 변수 등을 다루며 기호의 다차원적이고 복잡한 메커니즘을 파헤친다. 누군가의 ‘좋아요’와 별점이 난무하는 세상에서 우리는 무엇을 어떻게 좋아하고 있을까? 내 취향은 정말 내가 좋아하는 것일까? 답을 얻고 싶다면 저자의 가이드를 따라 가보자.



 
§ 182.1-밴24취박",n,톰 밴더빌트,201709,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201709070257067470.jpg
